reference,date,repository,filename,score,value,comment_cleaned,sentiment
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/InexactComparisonCriteria.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/Suite.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/tests/running/core/CommandLineTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/tests/experimental/max/MaxComputerTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/JUnitCore.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/ComparisonCriteria.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/junit/tests/framework/AssertTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,tests/framework/AssertTest.java,5.2,1,throw exception manually we have to throw the exception manually,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,textui/TestRunner.java,4.0,1,runs single test collects results method used start test run program pre public static void main string args testtextuitestrunnerrunsuite pre run a single test and collect it result this method can be used to start a test run from your program pre public static void main string args testtextuitestrunnerrunsuite pre,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/runners/JUnit38ClassRunner.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/management/ReflectiveThreadMXBean.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/runners/JUnit4ClassRunner.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/tests/experimental/parallel/ParallelClassTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/TestCouldNotBeSkippedException.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/TestListener.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/tests/experimental/theories/runner/TheoriesPerformanceTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/ParentRunner.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/Assert.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/Parameterized.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/tests/AllTests.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/model/FrameworkMethod.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/management/ReflectiveRuntimeMXBean.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/MethodRule.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/model/TestClass.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Protectable.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/requests/ClassRequest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/model/RunnerBuilder.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/RuleChain.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java,5.0,1,interface define test suite loaded an interface to define how a test suite should be loaded,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/matchers/JUnitMatchers.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/rules/DisableOnDebugTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/junit/tests/extensions/AllTests.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/theories/ParametersSuppliedBy.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/manipulation/Filterable.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/Before.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/AfterClass.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/AssumptionViolatedException.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/model/Annotatable.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/JUnit4.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/theories/Theory.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/Assume.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/TestFailure.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/rules/TemporaryFolderRuleAssuredDeletionTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/function/ThrowingRunnable.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/rules/RuleMemberValidatorTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/ExpectedException.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/runner/RequestTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/TestSuite.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/Request.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Assert.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/junit/samples/SimpleTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/Test.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/junit/tests/framework/SuiteTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/ErrorCollector.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/management/ManagementFactory.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/tests/junit3compatibility/AllTestsTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/manipulation/Sortable.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/Timeout.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/JUnitCommandLineParseResult.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/notification/RunNotifier.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/Description.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/notification/Failure.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/notification/RunListener.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/theories/DataPoint.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/ClassRule.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/theories/suppliers/TestedOn.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/results/PrintableResult.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/validator/AnnotationValidator.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/junit/samples/money/MoneyBag.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/model/TestTimedOutException.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/TemporaryFolder.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/TestDecorator.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/matchers/ThrowableCauseMatcher.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/ActiveTestSuite.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/AssumptionViolatedException.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/model/RunnerScheduler.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/junit/samples/money/IMoney.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/JUnitSystem.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/theories/DataPoints.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/ArrayComparisonFailure.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/results/ResultMatchers.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/Ignore.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/Computer.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/TestWatchman.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/FixMethodOrder.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/tests/assertion/AssertionTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/tests/experimental/theories/runner/SuccessfulWithDataPointFields.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/validator/ValidateWith.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/TestRule.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/TestResult.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/Throwables.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/ComparisonFailure.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/test/java/org/junit/samples/SimpleTest.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/TestWatcher.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Test.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/notification/StoppedByUserException.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/matchers/StacktracePrintingMatcher.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/Stopwatch.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/model/InitializationError.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,swingui/TestTreeModel.java,3.0,1,tests whether test error test whether a test wa an error,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/manipulation/Filter.java,0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/TestSuite.java,5.5,1,returns test fail log warning message return a test which will fail and log a warning message,-1
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/TestCase.java,8.0,1,test case defines fixture run multiple tests define test casebr implement subclass testcasebr define instance variables store state fixturebr initialize fixture state overriding codesetupcodebr cleanup test overriding codeteardowncodebr test runs fixture side effects among test runs example pre public class mathtest extends testcase protected double fvalue protected double fvalue protected void setup fvalue fvalue pre test implement method interacts fixture verify expected results assertions specified calling codeasserttruecode boolean pre testadd double result fvalue fvalue asserttrueresult pre methods defined run framework supports static type safe dynamic way run test static way override runtest method define method invoked convenient way anonymous inner class pre testcase test new mathtestadd runtest testadd testrun pre dynamic way uses reflection implement coderuntestcode dynamically finds invokes method case name test case correspond test method run pre testcase test new mathtesttestadd testrun pre tests run collected testsuite junit provides different itest runnersi run test suite collect results test runner either expects static method codesuitecode entry point get test run extract suite automatically pre public static test suite suiteaddtestnew mathtesttestadd suiteaddtestnew mathtesttestdividebyzero return suite pre see testresult see testsuite a test case defines the fixture to run multiple test to define a test casebr implement a subclass of testcasebr define instance variable that store the state of the fixturebr initialize the fixture state by overriding codesetupcodebr cleanup after a test by overriding codeteardowncodebr each test run in it own fixture so there can be no side effect among test run here is an example pre public class mathtest extends testcase protected double fvalue protected double fvalue protected void setup fvalue fvalue pre for each test implement a method which interacts with the fixture verify the expected result with assertion specified by calling codeasserttruecode with a boolean pre testadd double result fvalue fvalue asserttrueresult pre once the method are defined you can run them the framework support both a static type safe and more dynamic way to run a test in the static way you override the runtest method and define the method to be invoked a convenient way to do so is with an anonymous inner class pre testcase test new mathtestadd runtest testadd testrun pre the dynamic way us reflection to implement coderuntestcode it dynamically find and invokes a method in this case the name of the test case ha to correspond to the test method to be run pre testcase test new mathtesttestadd testrun pre the test to be run can be collected into a testsuite junit provides different itest runnersi which can run a test suite and collect the result a test runner either expects a static method codesuitecode a the entry point to get a test to run or it will extract the suite automatically pre public static test suite suiteaddtestnew mathtesttestadd suiteaddtestnew mathtesttestdividebyzero return suite pre see testresult see testsuite,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/TestResult.java,1.5,1,codetestresultcode collects results executing test case instance collecting parameter pattern test framework distinguishes ifailuresi ierrorsi failure anticipated checked assertions errors unanticipated problems like codearrayindexoutofboundsexceptioncode see test a codetestresultcode collect the result of executing a test case it is an instance of the collecting parameter pattern the test framework distinguishes between ifailuresi and ierrorsi a failure is anticipated and checked for with assertion error are unanticipated problem like an codearrayindexoutofboundsexceptioncode see test,-1
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,extensions/ExceptionTestCase.java,5.0,1,execute test method expecting exception class fexpected one subclasses thrown execute the test method expecting that an exception of class fexpected or one of it subclass will be thrown,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,samples/money/Money.java,6.0,1,makes sense void appendtomoneybag this make no sense void appendtomoneybag m,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,runner/TestCaseClassLoader.java,14.0,1,custom class loader enables reloading classes test run class loader configured list package paths excluded loading loading packages delegated system class loader shared across test runs p list excluded package paths specified properties file excludedproperties located place testcaseclassloader class p bknown limitationb testcaseclassloader cannot load classes jar files a custom class loader which enables the reloading of class for each test run the class loader can be configured with a list of package path that should be excluded from loading the loading of these package is delegated to the system class loader they will be shared across test run p the list of excluded package path is specified in a property file excludedproperties that is located in the same place a the testcaseclassloader class p bknown limitationb the testcaseclassloader cannot load class from jar file,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/TestListener.java,3.0,1,error occurred an error occurred,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,tests/framework/SuiteTest.java,3.0,1,public test case warning nonpublic test case public test case warning for the nonpublic test case,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/Assert.java,6.0,1,set assert methods messages displayed assert fails a set of assert method message are only displayed when an assert fails,-1
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,swingui/TestRunContext.java,4.0,1,interface accessing test run context test run views use interface rather accessing testrunner directly the interface for accessing the test run context test run view should use this interface rather than accessing the testrunner directly,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,samples/SimpleTest.java,3.0,1,avoid warning using result avoid warning for not using result,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,samples/money/MoneyBag.java,2.0,1,moneybag defers exchange rate conversions example adding swiss francs us dollars represented bag containing two monies chf usd adding another swiss francs gives bag chf usd due deferred exchange rate conversion later value moneybag different exchange rates moneybag represented list monies provides different constructors create moneybag a moneybag defers exchange rate conversion for example adding swiss franc to u dollar is represented a a bag containing the two monies chf and usd adding another swiss franc give a bag with chf and usd due to the deferred exchange rate conversion we can later value a moneybag with different exchange rate a moneybag is represented a a list of monies and provides different constructor to create a moneybag,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,runner/BaseTestRunner.java,3.5,1,calling deprecated save method enable compiling calling of the deprecated save method to enable compiling under,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/Protectable.java,4.0,1,protectableem run throw throwable see testresult a protectableem can be run and can throw a throwable see testresult,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,extensions/TestDecorator.java,4.0,1,decorator tests use testdecorator base class defining new test decorators test decorator subclasses introduced add behaviour test run a decorator for test use testdecorator a the base class for defining new test decorator test decorator subclass can be introduced to add behaviour before or after a test is run,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,tests/extensions/AllTests.java,5.2,1,collect tests manually test class collection code collect test manually because we have to test class collection code,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,swingui/TestRunner.java,2.5,1,fails first time fails the first time,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,extensions/ActiveTestSuite.java,2.0,1,inlined due limitation vajavaactivetestsuitesuperruntesttest result inlined due to limitation in vajavaactivetestsuitesuperruntesttest result,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/Test.java,5.0,1,counts number test cases run test count the number of test case that will be run by this test,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/After.java,10.0,1,pif allocate external resources link orgjunitbefore method need release test runs annotating codecode method codeampaftercode causes method run link orgjunittest method codeampaftercode methods guaranteed run even link orgjunitbefore link orgjunittest method throws exception codeampaftercode methods declared superclasses run current classp simple example pre public class example file output ampbefore createoutputfile output new file amptest something ampafter deleteoutputfile outputdelete pre see orgjunitbefore see orgjunittest pif you allocate external resource in a link orgjunitbefore method you need to release them after the test run annotating a codecode method with codeampaftercode cause that method to be run after the link orgjunittest method all codeampaftercode method are guaranteed to run even if a link orgjunitbefore or link orgjunittest method throw an exception the codeampaftercode method declared in superclass will be run after those of the current classp here is a simple example pre public class example file output ampbefore createoutputfile output new file amptest something ampafter deleteoutputfile outputdelete pre see orgjunitbefore see orgjunittest,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/Throwables.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/Computer.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/matchers/ThrowableCauseMatcher.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/results/PrintableResult.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/validator/AnnotationValidator.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/TemporaryFolder.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/TestWatchman.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/results/ResultMatchers.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/AssumptionViolatedException.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/model/RunnerScheduler.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/JUnitSystem.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/theories/DataPoints.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/runners/model/TestTimedOutException.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/Stopwatch.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/TestWatcher.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/test/java/org/junit/rules/DisableOnDebugTest.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/test/java/org/junit/samples/SimpleTest.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/TestRule.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/validator/ValidateWith.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/FixMethodOrder.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/experimental/theories/suppliers/TestedOn.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/ClassRule.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/internal/management/ManagementFactory.java,0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/ErrorCollector.java,0,0,,0
