id,reference,date,repository,filename,comment,score,value,comment_cleaned,sentiment
5a941facb8a9f92136b6ca12,master,2018-02-21,5a932d02b8a9f956ba503603,src/test/java/org/junit/rules/TemporaryFolderRuleAssuredDeletionTest.java, Don't need to create as we are overriding deletion.,2.5,1,dont need create overriding deletion dont need to create a we are overriding deletion,0
5a941facb8a9f92136b6ca13,master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/org/junit/function/ThrowingRunnable.java, This interface facilitates the use of expectThrows from Java 8. It allows method references to void methods (that declare checked exceptions to be passed directly into expectThrows without wrapping. It is not meant to be implemented directly. since 4.13,3.0,1,interface facilitates use expectthrows java allows method references void methods declare checked exceptions passed directly expectthrows without wrapping meant implemented directly since this interface facilitates the use of expectthrows from java it allows method reference to void method that declare checked exception to be passed directly into expectthrows without wrapping it is not meant to be implemented directly since,0
5a941facb8a9f92136b6ca14,master,2018-02-21,5a932d02b8a9f956ba503603,src/test/java/org/junit/rules/RuleMemberValidatorTest.java, If there is any property annotated with ClassRule then it must implement link TestRule} <p>This case has been added with <a href=httpsgithub.comjunitteamjunit4issues1019>Issue 1019<a>,0.0,1,property annotated classrule must implement link testrule pthis case added hrefhttpsgithubcomjunitteamjunitissuesissue if there is any property annotated with classrule then it must implement link testrule pthis case ha been added with a hrefhttpsgithubcomjunitteamjunitissuesissue a,0
5a941facb8a9f92136b6ca15,master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/ExpectedException.java, The code ExpectedException} rule allows you to verify that your code throws a specific exception. Note that starting with Java 8 link org.junit.AssertassertThrows(java.lang.Class org.junit.function.ThrowingRunnable Assert.assertThrows} is often a better choice since it allows you to express exactly where you expect the exception to be thrown. Use link org.junit.AssertexpectThrows(java.lang.Class org.junit.function.ThrowingRunnable expectThrows} if you need to assert something about the thrown exception. <h3>Usage<h3> <pre> public class SimpleExpectedExceptionTest &amp064Rule public ExpectedException thrown = ExpectedException.none( &amp064Test public void throwsNothing(  no exception expected none thrown passes. } &amp064Test public void throwsExceptionWithSpecificType( thrown.expect(NullPointerException.class throw new NullPointerException( } }<pre> <p>You have to add the code ExpectedException} rule to your test. This doesn't affect your existing tests (see code throwsNothing(}. After specifying the type of the expected exception your test is successful when such an exception is thrown and it fails if a different or no exception is thrown. <p>This rule does not perform any special magic to make execution continue as if the exception had not been thrown. So it is nearly always a mistake for a test method to have statements after the one that is expected to throw the exception. <p>Instead of specifying the exception's type you can characterize the expected exception based on other criteria too <ul> <li>The exception's message contains a specific text link expectMessage(String}<li> <li>The exception's message complies with a Hamcrest matcher link expectMessage(Matcher}<li> <li>The exception's cause complies with a Hamcrest matcher link expectCause(Matcher}<li> <li>The exception itself complies with a Hamcrest matcher link expect(Matcher}<li> <ul> <p>You can combine any of the presented expectmethods. The test is successful if all specifications are met. <pre> &amp064Test public void throwsException( thrown.expect(NullPointerException.class thrown.expectMessage(&ampquothappened&ampquot throw new NullPointerException(&ampquotWhat happened?&ampquot }<pre> <h3>AssumptionViolatedExceptions<h3> <p>JUnit uses link AssumptionViolatedException}s for indicating that a test provides no useful information. (See link org.junit.Assume} for more information. You have to call code assume} methods before you set expectations of the code ExpectedException} rule. In this case the rule will not handle consume the exceptions and it can be handled by the framework. E.g. the following test is ignored by JUnit's default runner. <pre> &amp064Test public void ignoredBecauseOfFailedAssumption( assumeTrue(false  throws AssumptionViolatedException thrown.expect(NullPointerException.class }<pre> <h3>AssertionErrors<h3> <p>JUnit uses link AssertionError}s for indicating that a test is failing. You have to call code assert} methods before you set expectations of the code ExpectedException} rule if they should be handled by the framework. E.g. the following test fails because of the code assertTrue} statement. <pre> &amp064Test public void throwsUnhandled( assertTrue(false  throws AssertionError thrown.expect(NullPointerException.class }<pre> <h3>Missing Exceptions<h3> <p>By default missing exceptions are reported with an error message like Expected test to throw an instance of foo. You can configure a different message by means of link reportMissingExceptionWithMessage(String}. You can use a code s} placeholder for the description of the expected exception. E.g. Test doesn't throw s. will fail with the error message Test doesn't throw an instance of foo.. since 4.7,26.5,1,code expectedexception rule allows verify code throws specific exception note starting java link orgjunitassertassertthrowsjavalangclass orgjunitfunctionthrowingrunnable assertassertthrows often better choice since allows express exactly expect exception thrown use link orgjunitassertexpectthrowsjavalangclass orgjunitfunctionthrowingrunnable expectthrows need assert something thrown exception husageh pre public class simpleexpectedexceptiontest amprule public expectedexception thrown expectedexceptionnone amptest throwsnothing exception expected none thrown passes amptest throwsexceptionwithspecifictype thrownexpectnullpointerexceptionclass throw new nullpointerexception pre pyou add code expectedexception rule test doesnt affect existing tests see code throwsnothing specifying type expected exception test successful exception thrown fails different exception thrown pthis rule perform special magic make execution continue exception thrown nearly always mistake test method statements one expected throw exception pinstead specifying exceptions type characterize expected exception based criteria ul lithe exceptions message contains specific text link expectmessagestringli lithe exceptions message complies hamcrest matcher link expectmessagematcherli lithe exceptions cause complies hamcrest matcher link expectcausematcherli lithe exception complies hamcrest matcher link expectmatcherli ul pyou combine presented expectmethods test successful specifications met pre amptest throwsexception thrownexpectnullpointerexceptionclass thrownexpectmessageampquothappenedampquot throw new nullpointerexceptionampquotwhat happenedampquot pre hassumptionviolatedexceptionsh pjunit uses link assumptionviolatedexceptions indicating test provides useful information see link orgjunitassume information call code assume methods set expectations code expectedexception rule case rule handle consume exceptions handled framework eg following test ignored junits default runner pre amptest ignoredbecauseoffailedassumption assumetruefalse throws assumptionviolatedexception thrownexpectnullpointerexceptionclass pre hassertionerrorsh pjunit uses link assertionerrors indicating test failing call code assert methods set expectations code expectedexception rule handled framework eg following test fails code asserttrue statement pre amptest throwsunhandled asserttruefalse throws assertionerror thrownexpectnullpointerexceptionclass pre hmissing exceptionsh pby default missing exceptions reported error message like expected test throw instance foo configure different message means link reportmissingexceptionwithmessagestring use code placeholder description expected exception eg test doesnt throw fail error message test doesnt throw instance foo since the code expectedexception rule allows you to verify that your code throw a specific exception note that starting with java link orgjunitassertassertthrowsjavalangclass orgjunitfunctionthrowingrunnable assertassertthrows is often a better choice since it allows you to express exactly where you expect the exception to be thrown use link orgjunitassertexpectthrowsjavalangclass orgjunitfunctionthrowingrunnable expectthrows if you need to assert something about the thrown exception husageh pre public class simpleexpectedexceptiontest amprule public expectedexception thrown expectedexceptionnone amptest throwsnothing no exception expected none thrown pass amptest throwsexceptionwithspecifictype thrownexpectnullpointerexceptionclass throw new nullpointerexception pre pyou have to add the code expectedexception rule to your test this doesnt affect your existing test see code throwsnothing after specifying the type of the expected exception your test is successful when such an exception is thrown and it fails if a different or no exception is thrown pthis rule doe not perform any special magic to make execution continue a if the exception had not been thrown so it is nearly always a mistake for a test method to have statement after the one that is expected to throw the exception pinstead of specifying the exception type you can characterize the expected exception based on other criterion too ul lithe exception message contains a specific text link expectmessagestringli lithe exception message complies with a hamcrest matcher link expectmessagematcherli lithe exception cause complies with a hamcrest matcher link expectcausematcherli lithe exception itself complies with a hamcrest matcher link expectmatcherli ul pyou can combine any of the presented expectmethods the test is successful if all specification are met pre amptest throwsexception thrownexpectnullpointerexceptionclass thrownexpectmessageampquothappenedampquot throw new nullpointerexceptionampquotwhat happenedampquot pre hassumptionviolatedexceptionsh pjunit us link assumptionviolatedexceptions for indicating that a test provides no useful information see link orgjunitassume for more information you have to call code assume method before you set expectation of the code expectedexception rule in this case the rule will not handle consume the exception and it can be handled by the framework eg the following test is ignored by junits default runner pre amptest ignoredbecauseoffailedassumption assumetruefalse throw assumptionviolatedexception thrownexpectnullpointerexceptionclass pre hassertionerrorsh pjunit us link assertionerrors for indicating that a test is failing you have to call code assert method before you set expectation of the code expectedexception rule if they should be handled by the framework eg the following test fails because of the code asserttrue statement pre amptest throwsunhandled asserttruefalse throw assertionerror thrownexpectnullpointerexceptionclass pre hmissing exceptionsh pby default missing exception are reported with an error message like expected test to throw an instance of foo you can configure a different message by mean of link reportmissingexceptionwithmessagestring you can use a code s placeholder for the description of the expected exception eg test doesnt throw s will fail with the error message test doesnt throw an instance of foo since,-1
5a941facb8a9f92136b6ca16,master,2018-02-21,5a932d02b8a9f956ba503603,src/test/java/org/junit/runner/RequestTest.java, 1320 A root of a link Description} produced by link Requestclasses(Class...} should be named classes,2.5,1,root link description produced link requestclassesclass named classes a root of a link description produced by link requestclassesclass should be named class,0
5a941facb8a9f92136b6ca17,master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/junit/framework/TestSuite.java, A <code>TestSuite<code> is a <code>Composite<code> of Tests. It runs a collection of test cases. Here is an example using the dynamic test definition. <pre> TestSuite suite= new TestSuite( suite.addTest(new MathTest(testAdd suite.addTest(new MathTest(testDivideByZero <pre> <p> Alternatively a TestSuite can extract the tests to be run automatically. To do so you pass the class of your TestCase class to the TestSuite constructor. <pre> TestSuite suite= new TestSuite(MathTest.class <pre> <p> This constructor creates a suite with all the methods starting with test that take no arguments. <p> A final option is to do the same for a large array of test classes. <pre> Class[] testClasses =  MathTest.class AnotherTest.class } TestSuite suite= new TestSuite(testClasses <pre> see Test,1.5,1,codetestsuitecode codecompositecode tests runs collection test cases example using dynamic test definition pre testsuite suite new testsuite suiteaddtestnew mathtesttestadd suiteaddtestnew mathtesttestdividebyzero pre p alternatively testsuite extract tests run automatically pass class testcase class testsuite constructor pre testsuite suite new testsuitemathtestclass pre p constructor creates suite methods starting test take arguments p final option large array test classes pre class testclasses mathtestclass anothertestclass testsuite suite new testsuitetestclasses pre see test a codetestsuitecode is a codecompositecode of test it run a collection of test case here is an example using the dynamic test definition pre testsuite suite new testsuite suiteaddtestnew mathtesttestadd suiteaddtestnew mathtesttestdividebyzero pre p alternatively a testsuite can extract the test to be run automatically to do so you pas the class of your testcase class to the testsuite constructor pre testsuite suite new testsuitemathtestclass pre p this constructor creates a suite with all the method starting with test that take no argument p a final option is to do the same for a large array of test class pre class testclasses mathtestclass anothertestclass testsuite suite new testsuitetestclasses pre see test,0
5a941facb8a9f92136b6ca18,master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/notification/Failure.java, A <code>Failure<code> holds a description of the failed test and the exception that was thrown while running it. In most cases the link org.junit.runner.Description} will be of a single test. However if problems are encountered while constructing the test (for example if a link org.junit.BeforeClass} method is not static it may describe something other than a single test. since 4.0,4.0,1,codefailurecode holds description failed test exception thrown running cases link orgjunitrunnerdescription single test however problems encountered constructing test example link orgjunitbeforeclass method static may describe something single test since a codefailurecode hold a description of the failed test and the exception that wa thrown while running it in most case the link orgjunitrunnerdescription will be of a single test however if problem are encountered while constructing the test for example if a link orgjunitbeforeclass method is not static it may describe something other than a single test since,0
5a941facb8a9f92136b6ca19,master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/Description.java, A <code>Description<code> describes a test which is to be run or has been run. <code>Descriptions<code> can be atomic (a single test or compound (containing children tests. <code>Descriptions<code> are used to provide feedback about the tests that are about to run (for example the tree view visible in many IDEs or tests that have been run (for example the failures view. <p> <code>Descriptions<code> are implemented as a single class rather than a Composite because they are entirely informational. They contain no logic aside from counting their tests. <p> In the past we used the raw link junit.framework.TestCase}s and link junit.framework.TestSuite}s to display the tree of tests. This was no longer viable in JUnit 4 because atomic tests no longer have a superclass below link Object}. We needed a way to pass a class and name together. Description emerged from this. see org.junit.runner.Request see org.junit.runner.Runner since 4.0,2.0,1,codedescriptioncode describes test run run codedescriptionscode atomic single test compound containing children tests codedescriptionscode used provide feedback tests run example tree view visible many ides tests run example failures view p codedescriptionscode implemented single class rather composite entirely informational contain logic aside counting tests p past used raw link junitframeworktestcases link junitframeworktestsuites display tree tests longer viable junit atomic tests longer superclass link object needed way pass class name together description emerged see orgjunitrunnerrequest see orgjunitrunnerrunner since a codedescriptioncode describes a test which is to be run or ha been run codedescriptionscode can be atomic a single test or compound containing child test codedescriptionscode are used to provide feedback about the test that are about to run for example the tree view visible in many ides or test that have been run for example the failure view p codedescriptionscode are implemented a a single class rather than a composite because they are entirely informational they contain no logic aside from counting their test p in the past we used the raw link junitframeworktestcases and link junitframeworktestsuites to display the tree of test this wa no longer viable in junit because atomic test no longer have a superclass below link object we needed a way to pas a class and name together description emerged from this see orgjunitrunnerrequest see orgjunitrunnerrunner since,0
5a941facb8a9f92136b6ca1a,master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/notification/RunNotifier.java, If you write custom runners you may need to notify JUnit of your progress running tests. Do this by invoking the <code>RunNotifier<code> passed to your implementation of link org.junit.runner.Runnerrun(RunNotifier}. Future evolution of this class is likely to move link fireTestRunStarted(Description} and link fireTestRunFinished(Result} to a separate class since they should only be called once per run. since 4.0,4.5,1,write custom runners may need notify junit progress running tests invoking coderunnotifiercode passed implementation link orgjunitrunnerrunnerrunrunnotifier future evolution class likely move link firetestrunstarteddescription link firetestrunfinishedresult separate class since called per run since if you write custom runner you may need to notify junit of your progress running test do this by invoking the coderunnotifiercode passed to your implementation of link orgjunitrunnerrunnerrunrunnotifier future evolution of this class is likely to move link firetestrunstarteddescription and link firetestrunfinishedresult to a separate class since they should only be called once per run since,0
5a941facb8a9f92136b6ca1b,master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/JUnitCommandLineParseResult.java, Exception used if there's a problem parsing the command line.,1.5,1,exception used theres problem parsing command line exception used if there a problem parsing the command line,0
5a941facb8a9f92136b6ca1c,master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/org/junit/rules/Timeout.java, The Timeout Rule applies the same timeout to all test methods in a class <pre> public static class HasGlobalLongTimeout &amp064Rule public Timeout globalTimeout = Timeout.millis(20 &amp064Test public void run1( throws InterruptedException Thread.sleep(100 } &amp064Test public void infiniteLoop( while (true } } } <pre> <p> Each test is run in a new thread. If the specified timeout elapses before the test completes its execution is interrupted via link Threadinterrupt(}. This happens in interruptable IO and locks and methods in link Object} and link Thread} throwing link InterruptedException}. <p> A specified timeout of 0 will be interpreted as not set however tests will still launch from separate threads. This can be useful for disabling timeouts in environments where they are dynamically set based on some property. since 4.7,4.5,1,timeout rule applies timeout test methods class pre public static class hasgloballongtimeout amprule public timeout globaltimeout timeoutmillis amptest run throws interruptedexception threadsleep amptest infiniteloop true pre p test run new thread specified timeout elapses test completes execution interrupted via link threadinterrupt happens interruptable io locks methods link object link thread throwing link interruptedexception p specified timeout interpreted set however tests still launch separate threads useful disabling timeouts environments dynamically set based property since the timeout rule applies the same timeout to all test method in a class pre public static class hasgloballongtimeout amprule public timeout globaltimeout timeoutmillis amptest run throw interruptedexception threadsleep amptest infiniteloop while true pre p each test is run in a new thread if the specified timeout elapses before the test completes it execution is interrupted via link threadinterrupt this happens in interruptable io and lock and method in link object and link thread throwing link interruptedexception p a specified timeout of will be interpreted a not set however test will still launch from separate thread this can be useful for disabling timeouts in environment where they are dynamically set based on some property since,0
5a941facb8a9f92136b6ca1d,master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/manipulation/Sortable.java, Interface for runners that allow sorting of tests. By sorting tests based on when they last failed most recently failed first you can reduce the average time to the first test failing. Test sorting should not be used to cope with order dependencies between tests. Tests that are isolated from each other are less expensive to maintain and can be run individually. since 4.0,5.0,1,interface runners allow sorting tests sorting tests based last failed recently failed first reduce average time first test failing test sorting used cope order dependencies tests tests isolated less expensive maintain run individually since interface for runner that allow sorting of test by sorting test based on when they last failed most recently failed first you can reduce the average time to the first test failing test sorting should not be used to cope with order dependency between test test that are isolated from each other are le expensive to maintain and can be run individually since,0
5a941facb8a9f92136b6ca1e,master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/org/junit/runner/notification/RunListener.java, Register an instance of this class with link RunNotifier} to be notified of events that occur during a test run. All of the methods in this class are abstract and have no implementation override one or more methods to receive events. <p> For example suppose you have a <code>Cowbell<code> class that you want to make a noise whenever a test fails. You could write <pre> public class RingingListener extends RunListener public void testFailure(Failure failure Cowbell.ring( } } <pre> <p> To invoke your listener you need to run your tests through <code>JUnitCore<code>. <pre> public void main(String... args JUnitCore core= new JUnitCore( core.addListener(new RingingListener( core.run(MyTestClass.class } <pre> <p> If a listener throws an exception for a test event the other listeners will have their link RunListenertestFailure(Failure} called with a code Description} of link DescriptionTEST_MECHANISM} to indicate the failure. <p> By default JUnit will synchronize calls to your listener. If your listener is threadsafe and you want to allow JUnit to call your listener from multiple threads when tests are run in parallel you can annotate your test class with link RunListener.ThreadSafe}. <p> Listener methods will be called from the same thread as is running the test unless otherwise indicated by the method Javadoc see org.junit.runner.JUnitCore since 4.0,7.5,1,register instance class link runnotifier notified events occur test run methods class abstract implementation override one methods receive events p example suppose codecowbellcode class want make noise whenever test fails could write pre public class ringinglistener extends runlistener testfailurefailure failure cowbellring pre p invoke listener need run tests codejunitcorecode pre mainstring args junitcore core new junitcore coreaddlistenernew ringinglistener corerunmytestclassclass pre p listener throws exception test event listeners link runlistenertestfailurefailure called code description link descriptiontest_mechanism indicate failure p default junit synchronize calls listener listener threadsafe want allow junit call listener multiple threads tests run parallel annotate test class link runlistenerthreadsafe p listener methods called thread running test unless otherwise indicated method javadoc see orgjunitrunnerjunitcore since register an instance of this class with link runnotifier to be notified of event that occur during a test run all of the method in this class are abstract and have no implementation override one or more method to receive event p for example suppose you have a codecowbellcode class that you want to make a noise whenever a test fails you could write pre public class ringinglistener extends runlistener testfailurefailure failure cowbellring pre p to invoke your listener you need to run your test through codejunitcorecode pre mainstring args junitcore core new junitcore coreaddlistenernew ringinglistener corerunmytestclassclass pre p if a listener throw an exception for a test event the other listener will have their link runlistenertestfailurefailure called with a code description of link descriptiontest_mechanism to indicate the failure p by default junit will synchronize call to your listener if your listener is threadsafe and you want to allow junit to call your listener from multiple thread when test are run in parallel you can annotate your test class with link runlistenerthreadsafe p listener method will be called from the same thread a is running the test unless otherwise indicated by the method javadoc see orgjunitrunnerjunitcore since,0
5a941facb8a9f92136b6ca1f,master,2018-02-21,5a932d02b8a9f956ba503603,src/test/java/org/junit/tests/junit3compatibility/AllTestsTest.java, Have to explicitly set run here because the runner might independently run OneTest above,2.6,1,explicitly set run runner might independently run onetest have to explicitly set run here because the runner might independently run onetest above,0
